composable_id,repo,file,composable,category,evidence,verdict,rater,notes
msusman1__Amadz::HomeComponents.kt::CallLogItem,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/home/HomeComponents.kt,CallLogItem,missing_semantics_role,.clickable without Role,,,
msusman1__Amadz::HomeComponents.kt::CallLogItem,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/home/HomeComponents.kt,CallLogItem,missing_interaction_semantics,.clickable without onClickLabel,,,
msusman1__Amadz::KeyPad.kt::KeyPad,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/home/KeyPad.kt,KeyPad,decorative_mislabeled,"decorative with description ""phone""",,,
msusman1__Amadz::KeyPad.kt::KeyPad,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/home/KeyPad.kt,KeyPad,missing_heading_semantics,headlineMedium text without heading(),,,
msusman1__Amadz::KeyPad.kt::RowScope,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/home/KeyPad.kt,RowScope,pointerinput_no_semantics,detectTapGestures without semantics/Role,,,
msusman1__Amadz::KeyPad.kt::RowScope,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/home/KeyPad.kt,RowScope,missing_heading_semantics,headlineMedium text without heading(),,,
msusman1__Amadz::HomeSearchBar.kt::NewContactHeader,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/home/searchbar/HomeSearchBar.kt,NewContactHeader,missing_semantics_role,.clickable without Role,,,
msusman1__Amadz::HomeSearchBar.kt::NewContactHeader,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/home/searchbar/HomeSearchBar.kt,NewContactHeader,missing_interaction_semantics,.clickable without onClickLabel,,,
msusman1__Amadz::HomeSearchBar.kt::NewContactHeader,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/home/searchbar/HomeSearchBar.kt,NewContactHeader,clickable_icon_not_iconbutton,Icon made clickable directly instead of IconButton,,,
msusman1__Amadz::FavouritesScreen.kt::FavouritesScreenInternal,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/home/favourite/FavouritesScreen.kt,FavouritesScreenInternal,missing_content_description,contentDescription = null,,,
msusman1__Amadz::CallLogHistoryScreen.kt::CallLogHistoryScreenInternal,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/callLogHistory/CallLogHistoryScreen.kt,CallLogHistoryScreenInternal,missing_content_description,contentDescription = null,,,
msusman1__Amadz::CallLogHistoryScreen.kt::CallLogHistoryScreenInternal,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/callLogHistory/CallLogHistoryScreen.kt,CallLogHistoryScreenInternal,missing_content_description,contentDescription = null,,,
msusman1__Amadz::CallLogHistoryScreen.kt::CallLogHistoryScreenInternal,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/callLogHistory/CallLogHistoryScreen.kt,CallLogHistoryScreenInternal,decorative_mislabeled,"decorative with description ""Call""",,,
msusman1__Amadz::CallLogHistoryScreen.kt::CallLogHistoryItem,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/callLogHistory/CallLogHistoryScreen.kt,CallLogHistoryItem,missing_content_description,contentDescription = null,,,
msusman1__Amadz::CallScreen.kt::CallHeader,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/ongoingCall/CallScreen.kt,CallHeader,missing_heading_semantics,titleLarge text without heading(),,,
msusman1__Amadz::CallScreen.kt::CallHeader,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/ongoingCall/CallScreen.kt,CallHeader,missing_merge_descendants,"clickable Column with 4 Text children, no mergeDescendants",,,
msusman1__Amadz::ContactAvatar.kt::ContactAvatar,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/components/ContactAvatar.kt,ContactAvatar,missing_content_description,contentDescription = null,,,
msusman1__Amadz::ContactAvatar.kt::ContactAvatar,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/components/ContactAvatar.kt,ContactAvatar,missing_semantics_role,.clickable without Role,,,
msusman1__Amadz::ContactAvatar.kt::ContactAvatar,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/components/ContactAvatar.kt,ContactAvatar,missing_interaction_semantics,.clickable without onClickLabel,,,
msusman1__Amadz::ContactAvatar.kt::ContactAvatar,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/components/ContactAvatar.kt,ContactAvatar,missing_heading_semantics,headlineSmall text without heading(),,,
msusman1__Amadz::Common.kt::FullScreenLoader,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/components/Common.kt,FullScreenLoader,progress_no_semantics,CircularProgressIndicator without progressSemantics,,,
msusman1__Amadz::Common.kt::FullScreenError,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/components/Common.kt,FullScreenError,missing_merge_descendants,"clickable Column with 2 Text children, no mergeDescendants",,,
msusman1__Amadz::Common.kt::InlineLoader,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/components/Common.kt,InlineLoader,progress_no_semantics,CircularProgressIndicator without progressSemantics,,,
msusman1__Amadz::Common.kt::InlineError,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/components/Common.kt,InlineError,missing_merge_descendants,"clickable Row with 2 Text children, no mergeDescendants",,,
msusman1__Amadz::ContactItem.kt::ContactItem,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/components/ContactItem.kt,ContactItem,missing_semantics_role,.clickable without Role,,,
msusman1__Amadz::ContactItem.kt::ContactItem,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/components/ContactItem.kt,ContactItem,missing_interaction_semantics,.clickable without onClickLabel,,,
msusman1__Amadz::ContactItem.kt::ContactItem,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/components/ContactItem.kt,ContactItem,missing_merge_descendants,"clickable ListItem with 2 Text children, no mergeDescendants",,,
msusman1__Amadz::SimSelectionDialog.kt::SimSelectionDialog,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/components/SimSelectionDialog.kt,SimSelectionDialog,missing_content_description,contentDescription = null,,,
msusman1__Amadz::SimSelectionDialog.kt::SimSelectionDialog,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/components/SimSelectionDialog.kt,SimSelectionDialog,missing_semantics_role,.clickable without Role,,,
msusman1__Amadz::SimSelectionDialog.kt::SimSelectionDialog,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/components/SimSelectionDialog.kt,SimSelectionDialog,missing_interaction_semantics,.clickable without onClickLabel,,,
msusman1__Amadz::SimSelectionDialog.kt::SimSelectionDialog,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/components/SimSelectionDialog.kt,SimSelectionDialog,missing_heading_semantics,titleLarge text without heading(),,,
msusman1__Amadz::SimSelectionDialog.kt::SimSelectionDialog,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/components/SimSelectionDialog.kt,SimSelectionDialog,clickable_icon_not_iconbutton,Icon made clickable directly instead of IconButton,,,
msusman1__Amadz::OnboardingScreen.kt::OnboardingScreen,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/onboarding/OnboardingScreen.kt,OnboardingScreen,decorative_mislabeled,"decorative with description ""App Icon""",,,
SecureCamera__SecureCameraAndroid::PinVerificationContent.kt::PinVerificationContent,SecureCamera__SecureCameraAndroid,SecureCamera__SecureCameraAndroid/app/src/main/kotlin/com/darkrockstudios/app/securecamera/auth/PinVerificationContent.kt,PinVerificationContent,missing_heading_semantics,headlineMedium text without heading(),,,
SecureCamera__SecureCameraAndroid::PinVerificationContent.kt::PinVerificationContent,SecureCamera__SecureCameraAndroid,SecureCamera__SecureCameraAndroid/app/src/main/kotlin/com/darkrockstudios/app/securecamera/auth/PinVerificationContent.kt,PinVerificationContent,missing_heading_semantics,headlineSmall text without heading(),,,
SecureCamera__SecureCameraAndroid::PinVerificationContent.kt::PinVerificationContent,SecureCamera__SecureCameraAndroid,SecureCamera__SecureCameraAndroid/app/src/main/kotlin/com/darkrockstudios/app/securecamera/auth/PinVerificationContent.kt,PinVerificationContent,progress_no_semantics,CircularProgressIndicator without progressSemantics,,,
SecureCamera__SecureCameraAndroid::PinVerificationContent.kt::PinVerificationContent,SecureCamera__SecureCameraAndroid,SecureCamera__SecureCameraAndroid/app/src/main/kotlin/com/darkrockstudios/app/securecamera/auth/PinVerificationContent.kt,PinVerificationContent,error_state_no_semantics,isError set without semantics { error(...) },,,
SecureCamera__SecureCameraAndroid::PinVerificationContent.kt::DataMigrationDialog,SecureCamera__SecureCameraAndroid,SecureCamera__SecureCameraAndroid/app/src/main/kotlin/com/darkrockstudios/app/securecamera/auth/PinVerificationContent.kt,DataMigrationDialog,missing_heading_semantics,titleLarge text without heading(),,,
SecureCamera__SecureCameraAndroid::PinVerificationContent.kt::DataMigrationDialog,SecureCamera__SecureCameraAndroid,SecureCamera__SecureCameraAndroid/app/src/main/kotlin/com/darkrockstudios/app/securecamera/auth/PinVerificationContent.kt,DataMigrationDialog,progress_no_semantics,LinearProgressIndicator without progressSemantics,,,
SecureCamera__SecureCameraAndroid::ViewPhotoContent.kt::ViewVideo,SecureCamera__SecureCameraAndroid,SecureCamera__SecureCameraAndroid/app/src/main/kotlin/com/darkrockstudios/app/securecamera/viewphoto/ViewPhotoContent.kt,ViewVideo,progress_no_semantics,CircularProgressIndicator without progressSemantics,,,
SecureCamera__SecureCameraAndroid::CameraPreview.kt::CameraPreview,SecureCamera__SecureCameraAndroid,SecureCamera__SecureCameraAndroid/app/src/main/kotlin/com/darkrockstudios/app/securecamera/camera/CameraPreview.kt,CameraPreview,pointerinput_no_semantics,detectTapGestures without semantics/Role,,,
SecureCamera__SecureCameraAndroid::NoCameraPermission.kt::NoCameraPermission,SecureCamera__SecureCameraAndroid,SecureCamera__SecureCameraAndroid/app/src/main/kotlin/com/darkrockstudios/app/securecamera/camera/NoCameraPermission.kt,NoCameraPermission,missing_merge_descendants,"clickable Card with 2 Text children, no mergeDescendants",,,
SecureCamera__SecureCameraAndroid::NoCameraPermission.kt::NoCameraPermission,SecureCamera__SecureCameraAndroid,SecureCamera__SecureCameraAndroid/app/src/main/kotlin/com/darkrockstudios/app/securecamera/camera/NoCameraPermission.kt,NoCameraPermission,missing_merge_descendants,"clickable Column with 2 Text children, no mergeDescendants",,,
SecureCamera__SecureCameraAndroid::BottomCameraControls.kt::BottomCameraControls,SecureCamera__SecureCameraAndroid,SecureCamera__SecureCameraAndroid/app/src/main/kotlin/com/darkrockstudios/app/securecamera/camera/BottomCameraControls.kt,BottomCameraControls,missing_content_description,contentDescription = null,,,
SecureCamera__SecureCameraAndroid::BottomCameraControls.kt::BottomCameraControls,SecureCamera__SecureCameraAndroid,SecureCamera__SecureCameraAndroid/app/src/main/kotlin/com/darkrockstudios/app/securecamera/camera/BottomCameraControls.kt,BottomCameraControls,touch_target_size,size(32.dp) on interactive element,,,
SecureCamera__SecureCameraAndroid::BottomCameraControls.kt::BottomCameraControls,SecureCamera__SecureCameraAndroid,SecureCamera__SecureCameraAndroid/app/src/main/kotlin/com/darkrockstudios/app/securecamera/camera/BottomCameraControls.kt,BottomCameraControls,touch_target_size,size(32.dp) on interactive element,,,
SecureCamera__SecureCameraAndroid::BottomCameraControls.kt::BottomCameraControls,SecureCamera__SecureCameraAndroid,SecureCamera__SecureCameraAndroid/app/src/main/kotlin/com/darkrockstudios/app/securecamera/camera/BottomCameraControls.kt,BottomCameraControls,touch_target_size,size(32.dp) on interactive element,,,
SecureCamera__SecureCameraAndroid::PermissionRationaleDialog.kt::CameraPermissionRationaleDialog,SecureCamera__SecureCameraAndroid,SecureCamera__SecureCameraAndroid/app/src/main/kotlin/com/darkrockstudios/app/securecamera/camera/PermissionRationaleDialog.kt,CameraPermissionRationaleDialog,missing_content_description,contentDescription = null,,,
SecureCamera__SecureCameraAndroid::AboutContent.kt::AboutContent,SecureCamera__SecureCameraAndroid,SecureCamera__SecureCameraAndroid/app/src/main/kotlin/com/darkrockstudios/app/securecamera/about/AboutContent.kt,AboutContent,missing_semantics_role,.clickable without Role,,,
SecureCamera__SecureCameraAndroid::AboutContent.kt::AboutContent,SecureCamera__SecureCameraAndroid,SecureCamera__SecureCameraAndroid/app/src/main/kotlin/com/darkrockstudios/app/securecamera/about/AboutContent.kt,AboutContent,missing_semantics_role,.clickable without Role,,,
SecureCamera__SecureCameraAndroid::AboutContent.kt::AboutContent,SecureCamera__SecureCameraAndroid,SecureCamera__SecureCameraAndroid/app/src/main/kotlin/com/darkrockstudios/app/securecamera/about/AboutContent.kt,AboutContent,missing_semantics_role,.clickable without Role,,,
SecureCamera__SecureCameraAndroid::AboutContent.kt::AboutContent,SecureCamera__SecureCameraAndroid,SecureCamera__SecureCameraAndroid/app/src/main/kotlin/com/darkrockstudios/app/securecamera/about/AboutContent.kt,AboutContent,missing_semantics_role,.clickable without Role,,,
SecureCamera__SecureCameraAndroid::AboutContent.kt::AboutContent,SecureCamera__SecureCameraAndroid,SecureCamera__SecureCameraAndroid/app/src/main/kotlin/com/darkrockstudios/app/securecamera/about/AboutContent.kt,AboutContent,missing_semantics_role,.clickable without Role,,,
SecureCamera__SecureCameraAndroid::AboutContent.kt::AboutContent,SecureCamera__SecureCameraAndroid,SecureCamera__SecureCameraAndroid/app/src/main/kotlin/com/darkrockstudios/app/securecamera/about/AboutContent.kt,AboutContent,missing_interaction_semantics,.clickable without onClickLabel,,,
SecureCamera__SecureCameraAndroid::AboutContent.kt::AboutContent,SecureCamera__SecureCameraAndroid,SecureCamera__SecureCameraAndroid/app/src/main/kotlin/com/darkrockstudios/app/securecamera/about/AboutContent.kt,AboutContent,missing_interaction_semantics,.clickable without onClickLabel,,,
SecureCamera__SecureCameraAndroid::AboutContent.kt::AboutContent,SecureCamera__SecureCameraAndroid,SecureCamera__SecureCameraAndroid/app/src/main/kotlin/com/darkrockstudios/app/securecamera/about/AboutContent.kt,AboutContent,missing_interaction_semantics,.clickable without onClickLabel,,,
SecureCamera__SecureCameraAndroid::AboutContent.kt::AboutContent,SecureCamera__SecureCameraAndroid,SecureCamera__SecureCameraAndroid/app/src/main/kotlin/com/darkrockstudios/app/securecamera/about/AboutContent.kt,AboutContent,missing_interaction_semantics,.clickable without onClickLabel,,,
SecureCamera__SecureCameraAndroid::AboutContent.kt::AboutContent,SecureCamera__SecureCameraAndroid,SecureCamera__SecureCameraAndroid/app/src/main/kotlin/com/darkrockstudios/app/securecamera/about/AboutContent.kt,AboutContent,missing_interaction_semantics,.clickable without onClickLabel,,,
GetStream__liveshopping-android::LiveShoppingLoadingIndicator.kt::LiveShoppingLoadingIndicator,GetStream__liveshopping-android,GetStream__liveshopping-android/app/src/main/kotlin/io/getstream/live/shopping/ui/component/LiveShoppingLoadingIndicator.kt,LiveShoppingLoadingIndicator,progress_no_semantics,CircularProgressIndicator without progressSemantics,,,
GetStream__liveshopping-android::LiveShoppingTopBar.kt::LiveShoppingTopBar,GetStream__liveshopping-android,GetStream__liveshopping-android/app/src/main/kotlin/io/getstream/live/shopping/ui/feature/liveshopping/LiveShoppingTopBar.kt,LiveShoppingTopBar,missing_content_description,contentDescription = null,,,
GetStream__liveshopping-android::LiveShoppingTopBar.kt::LiveShoppingTopBar,GetStream__liveshopping-android,GetStream__liveshopping-android/app/src/main/kotlin/io/getstream/live/shopping/ui/feature/liveshopping/LiveShoppingTopBar.kt,LiveShoppingTopBar,missing_content_description,contentDescription = null,,,
GetStream__liveshopping-android::LiveShoppingHostInformation.kt::LiveShoppingHostInformation,GetStream__liveshopping-android,GetStream__liveshopping-android/app/src/main/kotlin/io/getstream/live/shopping/ui/feature/liveshopping/LiveShoppingHostInformation.kt,LiveShoppingHostInformation,missing_content_description,contentDescription = null,,,
GetStream__liveshopping-android::LiveShoppingBottomBar.kt::ProductBanner,GetStream__liveshopping-android,GetStream__liveshopping-android/app/src/main/kotlin/io/getstream/live/shopping/ui/feature/liveshopping/LiveShoppingBottomBar.kt,ProductBanner,missing_merge_descendants,"clickable Column with 3 Text children, no mergeDescendants",,,
GetStream__liveshopping-android::LiveShoppingBottomBar.kt::ChatInput,GetStream__liveshopping-android,GetStream__liveshopping-android/app/src/main/kotlin/io/getstream/live/shopping/ui/feature/liveshopping/LiveShoppingBottomBar.kt,ChatInput,missing_content_description,contentDescription = null,,,
GetStream__liveshopping-android::LiveShoppingBottomBar.kt::ChatInput,GetStream__liveshopping-android,GetStream__liveshopping-android/app/src/main/kotlin/io/getstream/live/shopping/ui/feature/liveshopping/LiveShoppingBottomBar.kt,ChatInput,missing_content_description,Icon() without contentDescription,,,
GetStream__liveshopping-android::LiveShoppingBottomBar.kt::ChatInput,GetStream__liveshopping-android,GetStream__liveshopping-android/app/src/main/kotlin/io/getstream/live/shopping/ui/feature/liveshopping/LiveShoppingBottomBar.kt,ChatInput,missing_semantics_role,.clickable without Role,,,
GetStream__liveshopping-android::LiveShoppingBottomBar.kt::ChatInput,GetStream__liveshopping-android,GetStream__liveshopping-android/app/src/main/kotlin/io/getstream/live/shopping/ui/feature/liveshopping/LiveShoppingBottomBar.kt,ChatInput,missing_interaction_semantics,.clickable without onClickLabel,,,
GetStream__liveshopping-android::LiveShoppingBottomBar.kt::ChatInput,GetStream__liveshopping-android,GetStream__liveshopping-android/app/src/main/kotlin/io/getstream/live/shopping/ui/feature/liveshopping/LiveShoppingBottomBar.kt,ChatInput,clickable_icon_not_iconbutton,Icon made clickable directly instead of IconButton,,,
GetStream__liveshopping-android::LiveShoppingScreen.kt::LivestreamStreamerContent,GetStream__liveshopping-android,GetStream__liveshopping-android/app/src/main/kotlin/io/getstream/live/shopping/ui/feature/liveshopping/LiveShoppingScreen.kt,LivestreamStreamerContent,progress_no_semantics,CircularProgressIndicator without progressSemantics,,,
GetStream__liveshopping-android::LiveShoppingChannelItem.kt::LiveShoppingChannelItem,GetStream__liveshopping-android,GetStream__liveshopping-android/app/src/main/kotlin/io/getstream/live/shopping/ui/feature/channels/LiveShoppingChannelItem.kt,LiveShoppingChannelItem,missing_semantics_role,.clickable without Role,,,
GetStream__liveshopping-android::LiveShoppingChannelItem.kt::LiveShoppingChannelItem,GetStream__liveshopping-android,GetStream__liveshopping-android/app/src/main/kotlin/io/getstream/live/shopping/ui/feature/channels/LiveShoppingChannelItem.kt,LiveShoppingChannelItem,missing_interaction_semantics,.clickable without onClickLabel,,,
GetStream__liveshopping-android::ChannelInformation.kt::ChannelInformation,GetStream__liveshopping-android,GetStream__liveshopping-android/app/src/main/kotlin/io/getstream/live/shopping/ui/feature/channels/ChannelInformation.kt,ChannelInformation,text_truncation_scaling,maxLines = 1 with Ellipsis (clips at large font scale),,,
GetStream__liveshopping-android::LiveShoppingChannels.kt::LiveShoppingChannels,GetStream__liveshopping-android,GetStream__liveshopping-android/app/src/main/kotlin/io/getstream/live/shopping/ui/feature/channels/LiveShoppingChannels.kt,LiveShoppingChannels,missing_content_description,Icon() without contentDescription,,,
GetStream__liveshopping-android::LiveShoppingChannels.kt::LiveShoppingChannels,GetStream__liveshopping-android,GetStream__liveshopping-android/app/src/main/kotlin/io/getstream/live/shopping/ui/feature/channels/LiveShoppingChannels.kt,LiveShoppingChannels,missing_semantics_role,.clickable without Role,,,
GetStream__liveshopping-android::LiveShoppingChannels.kt::LiveShoppingChannels,GetStream__liveshopping-android,GetStream__liveshopping-android/app/src/main/kotlin/io/getstream/live/shopping/ui/feature/channels/LiveShoppingChannels.kt,LiveShoppingChannels,missing_interaction_semantics,.clickable without onClickLabel,,,
GetStream__liveshopping-android::LiveShoppingChannels.kt::LiveShoppingChannels,GetStream__liveshopping-android,GetStream__liveshopping-android/app/src/main/kotlin/io/getstream/live/shopping/ui/feature/channels/LiveShoppingChannels.kt,LiveShoppingChannels,touch_target_size,size(32.dp) on interactive element,,,
GetStream__liveshopping-android::LiveShoppingChannels.kt::LiveShoppingChannels,GetStream__liveshopping-android,GetStream__liveshopping-android/app/src/main/kotlin/io/getstream/live/shopping/ui/feature/channels/LiveShoppingChannels.kt,LiveShoppingChannels,clickable_icon_not_iconbutton,Icon made clickable directly instead of IconButton,,,
nikbulavin__flick::UiState.kt::LoadingState,nikbulavin__flick,nikbulavin__flick/core/ui/src/main/kotlin/ru/resodostudio/flick/core/ui/UiState.kt,LoadingState,progress_no_semantics,CircularProgressIndicator without progressSemantics,,,
nikbulavin__flick::Image.kt::FlickSubcomposeAsyncImage,nikbulavin__flick,nikbulavin__flick/core/designsystem/src/main/kotlin/ru/resodostudio/flick/core/designsystem/component/Image.kt,FlickSubcomposeAsyncImage,missing_content_description,contentDescription = null,,,
nikbulavin__flick::RetrySection.kt::RetrySection,nikbulavin__flick,nikbulavin__flick/core/designsystem/src/main/kotlin/ru/resodostudio/flick/core/designsystem/component/RetrySection.kt,RetrySection,missing_merge_descendants,"clickable Column with 2 Text children, no mergeDescendants",,,
nikbulavin__flick::FlickApp.kt::FlickApp,nikbulavin__flick,nikbulavin__flick/app/src/main/kotlin/ru/resodostudio/flick/ui/FlickApp.kt,FlickApp,missing_content_description,contentDescription = null,,,
nikbulavin__flick::MovieScreen.kt::MovieHeader,nikbulavin__flick,nikbulavin__flick/feature/movie/src/main/kotlin/ru/resodostudio/flick/feature/movie/MovieScreen.kt,MovieHeader,text_truncation_scaling,maxLines = 1 with Ellipsis (clips at large font scale),,,
nikbulavin__flick::MovieScreen.kt::MovieHeader,nikbulavin__flick,nikbulavin__flick/feature/movie/src/main/kotlin/ru/resodostudio/flick/feature/movie/MovieScreen.kt,MovieHeader,missing_heading_semantics,headlineSmall text without heading(),,,
nikbulavin__flick::PersonScreen.kt::PersonHeader,nikbulavin__flick,nikbulavin__flick/feature/person/src/main/kotlin/ru/resodostudio/flick/feature/person/PersonScreen.kt,PersonHeader,missing_heading_semantics,headlineSmall text without heading(),,,
GetStream__meeting-room-compose::LobbyScreen.kt::BoxScope,GetStream__meeting-room-compose,GetStream__meeting-room-compose/app/src/main/kotlin/io/getstream/meeting/room/compose/ui/lobby/LobbyScreen.kt,BoxScope,progress_no_semantics,CircularProgressIndicator without progressSemantics,,,
GetStream__meeting-room-compose::LobbyScreen.kt::CallLobbyHeader,GetStream__meeting-room-compose,GetStream__meeting-room-compose/app/src/main/kotlin/io/getstream/meeting/room/compose/ui/lobby/LobbyScreen.kt,CallLobbyHeader,text_truncation_scaling,maxLines = 1 with Ellipsis (clips at large font scale),,,
GetStream__meeting-room-compose::StreamButton.kt::StreamButton,GetStream__meeting-room-compose,GetStream__meeting-room-compose/app/src/main/kotlin/io/getstream/meeting/room/compose/ui/component/StreamButton.kt,StreamButton,color_contrast,2 hardcoded Color literals with Text,,,
yassineAbou__Clock::MainActivity.kt::ClockApp,yassineAbou__Clock,yassineAbou__Clock/app/src/main/java/com/yassineabou/clock/ui/MainActivity.kt,ClockApp,missing_content_description,contentDescription = null,,,
yassineAbou__Clock::TimerScreen.kt::TimerAppBar,yassineAbou__Clock,yassineAbou__Clock/app/src/main/java/com/yassineabou/clock/ui/timer/TimerScreen.kt,TimerAppBar,missing_heading_semantics,titleLarge text without heading(),,,
yassineAbou__Clock::StopwatchScreen.kt::StopwatchScreenAppBar,yassineAbou__Clock,yassineAbou__Clock/app/src/main/java/com/yassineabou/clock/ui/stopwatch/StopwatchScreen.kt,StopwatchScreenAppBar,missing_heading_semantics,titleLarge text without heading(),,,
yassineAbou__Clock::CreateAlarmScreen.kt::Buttons,yassineAbou__Clock,yassineAbou__Clock/app/src/main/java/com/yassineabou/clock/ui/alarm/CreateAlarmScreen.kt,Buttons,missing_merge_descendants,"clickable Row with 2 Text children, no mergeDescendants",,,
yassineAbou__Clock::AlarmsListScreen.kt::AlarmsListAppBar,yassineAbou__Clock,yassineAbou__Clock/app/src/main/java/com/yassineabou/clock/ui/alarm/AlarmsListScreen.kt,AlarmsListAppBar,missing_content_description,contentDescription = null,,,
yassineAbou__Clock::AlarmsListScreen.kt::AlarmsListAppBar,yassineAbou__Clock,yassineAbou__Clock/app/src/main/java/com/yassineabou/clock/ui/alarm/AlarmsListScreen.kt,AlarmsListAppBar,missing_heading_semantics,titleLarge text without heading(),,,
yassineAbou__Clock::AlarmsListScreen.kt::AlarmsList,yassineAbou__Clock,yassineAbou__Clock/app/src/main/java/com/yassineabou/clock/ui/alarm/AlarmsListScreen.kt,AlarmsList,missing_content_description,contentDescription = null,,,
yassineAbou__Clock::AlarmsListScreen.kt::AlarmInfo,yassineAbou__Clock,yassineAbou__Clock/app/src/main/java/com/yassineabou/clock/ui/alarm/AlarmsListScreen.kt,AlarmInfo,missing_heading_semantics,headlineLarge text without heading(),,,
yassineAbou__Clock::NotificationPermissionAndAlarm.kt::RequestNotificationPermission,yassineAbou__Clock,yassineAbou__Clock/app/src/main/java/com/yassineabou/clock/util/components/NotificationPermissionAndAlarm.kt,RequestNotificationPermission,missing_content_description,contentDescription = null,,,
yassineAbou__Clock::NotificationPermissionAndAlarm.kt::RequestNotificationPermission,yassineAbou__Clock,yassineAbou__Clock/app/src/main/java/com/yassineabou/clock/util/components/NotificationPermissionAndAlarm.kt,RequestNotificationPermission,missing_heading_semantics,headlineSmall text without heading(),,,
yassineAbou__Clock::NotificationPermissionAndAlarm.kt::CheckExactAlarmPermission,yassineAbou__Clock,yassineAbou__Clock/app/src/main/java/com/yassineabou/clock/util/components/NotificationPermissionAndAlarm.kt,CheckExactAlarmPermission,missing_content_description,contentDescription = null,,,
yassineAbou__Clock::NotificationPermissionAndAlarm.kt::CheckExactAlarmPermission,yassineAbou__Clock,yassineAbou__Clock/app/src/main/java/com/yassineabou/clock/util/components/NotificationPermissionAndAlarm.kt,CheckExactAlarmPermission,missing_heading_semantics,headlineSmall text without heading(),,,
yassineAbou__Clock::BackgroundIndicator.kt::BackgroundIndicator,yassineAbou__Clock,yassineAbou__Clock/app/src/main/java/com/yassineabou/clock/util/components/BackgroundIndicator.kt,BackgroundIndicator,progress_no_semantics,CircularProgressIndicator without progressSemantics,,,
yassineAbou__Clock::BackgroundIndicator.kt::BackgroundIndicator,yassineAbou__Clock,yassineAbou__Clock/app/src/main/java/com/yassineabou/clock/util/components/BackgroundIndicator.kt,BackgroundIndicator,progress_no_semantics,CircularProgressIndicator without progressSemantics,,,
yassineAbou__Clock::CircularProgressIndicator.kt::CircularProgressIndicator,yassineAbou__Clock,yassineAbou__Clock/app/src/main/java/com/yassineabou/clock/util/components/CircularProgressIndicator.kt,CircularProgressIndicator,progress_no_semantics,CircularProgressIndicator without progressSemantics,,,
yassineAbou__Clock::CustomChip.kt::CustomChip,yassineAbou__Clock,yassineAbou__Clock/app/src/main/java/com/yassineabou/clock/util/components/CustomChip.kt,CustomChip,missing_semantics_role,.clickable without Role,,,
yassineAbou__Clock::CustomChip.kt::CustomChip,yassineAbou__Clock,yassineAbou__Clock/app/src/main/java/com/yassineabou/clock/util/components/CustomChip.kt,CustomChip,missing_interaction_semantics,.clickable without onClickLabel,,,
Angel-Studio__SoundTap::OnboardingScreen.kt::OnboardingScreen,Angel-Studio__SoundTap,Angel-Studio__SoundTap/app/src/main/java/fr/angel/soundtap/ui/OnboardingScreen.kt,OnboardingScreen,missing_state_description,Checkbox without stateDescription,,,
