rater_row_id,item_id,category,repo,file,decl_name,anchor_line
r0136,pilot-0272,textfield_no_label,joelkanyi__NewsApp,joelkanyi__NewsApp/presentation/src/main/java/io/github/joelkanyi/presentation/search/SearchNewsScreen.kt,SearchTextField,163.0
r0137,pilot-0156,missing_merge_descendants,MohamadOday__iris-gallery,MohamadOday__iris-gallery/app/src/main/java/com/iris/gallery/ui/EditChoiceSheet.kt,EditChoiceBottomSheet,198.0
r0138,pilot-0177,missing_semantics_role,maxwhipw__marmalade-tts-android,maxwhipw__marmalade-tts-android/app/src/main/java/app/marmalade/tts/ui/screen/AdvancedSettingsScreen.kt,BenchmarkSection,213.0
r0139,pilot-0179,missing_semantics_role,dmzz-yyhyy__LightNovelReader,dmzz-yyhyy__LightNovelReader/api/src/main/kotlin/io/nightfish/lightnovelreader/api/ui/components/SettingsEntry.kt,SettingsSwitchEntry,93.0
r0140,pilot-0003,clickable_icon_not_iconbutton,jmccoy600__androidCrypt,jmccoy600__androidCrypt/app/src/main/java/com/androidcrypt/app/MainActivity.kt,DeviceFolderPickerDialog,3009.0
r0141,pilot-0116,missing_heading_semantics,v1tzor__TimePlanner,v1tzor__TimePlanner/core/ui/src/main/java/ru/aleshin/timeplanner/core/ui/views/Dialog.kt,DialogHeader,120.0
r0142,pilot-0144,missing_merge_descendants,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/files/RecipientPicker.kt,RecipientPickerContent,207.0
r0143,pilot-0178,missing_semantics_role,THEbluefirestudios__memeboard-fdroid,THEbluefirestudios__memeboard-fdroid/app/src/main/java/com/bluefirestudios/memeboard/MainActivity.kt,SoundButton,574.0
r0144,pilot-0121,missing_interaction_semantics,isotjs__todosian-app,isotjs__todosian-app/app/src/main/java/com/isotjs/todosian/ui/settings/SettingsScreen.kt,SettingsScreen,375.0
r0145,pilot-0211,pointerinput_no_semantics,marosseleng__compose-material3-datetime-pickers,marosseleng__compose-material3-datetime-pickers/datetimepickers/src/main/java/com/marosseleng/compose/material3/datetimepickers/time/ui/TimePicker.kt,TouchRegisteringDial,740.0
r0146,pilot-0261,textfield_no_label,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderDialogs.kt,GoToPositionDialog,271.0
r0147,pilot-0128,missing_interaction_semantics,norsehorse-dev__BurnPonyAndroid,norsehorse-dev__BurnPonyAndroid/app/src/main/kotlin/com/burnpony/app/ui/legal/LegalScreen.kt,LegalScreen,187.0
r0148,pilot-0075,error_state_no_semantics,maximilian-schwaerzler__Do-It,maximilian-schwaerzler__Do-It/app/src/main/java/at/co/schwaerzler/maximilian/doit/ui/navigation/screen/EditTodoScreen.kt,EditTodoScreenContent,367.0
r0149,pilot-0030,color_contrast,alexandr7035__Banking-App-Mock-Compose,alexandr7035__Banking-App-Mock-Compose/app/src/main/java/by/alexandr7035/banking/ui/components/Buttons.kt,MenuButton,142.0
r0150,pilot-0084,missing_content_description,NicosNicolaou16__Pokedex_Compose,NicosNicolaou16__Pokedex_Compose/app/src/main/java/com/nicos/pokedex_compose/presentation/generic_compose_views/Toolbar.kt,CustomToolbar,41.0
r0151,pilot-0270,textfield_no_label,gininaba__AIPOSPasswordManager,gininaba__AIPOSPasswordManager/app/src/main/java/com/aipos/aipospm/ui/screens/CategoryManagerScreen.kt,CategoryManagerScreen,71.0
r0152,pilot-0108,missing_heading_semantics,chvp__NanoLedger,chvp__NanoLedger/app/src/main/java/be/chvp/nanoledger/ui/preferences/PreferencesActivity.kt,SettingDialog,518.0
r0153,pilot-0224,progress_no_semantics,RisorseArtificiali__anti-vocale,RisorseArtificiali__anti-vocale/app/src/main/java/com/antivocale/app/ui/dialogs/AddAppPreferenceDialog.kt,AddAppPreferenceDialog,131.0
r0154,pilot-0159,missing_merge_descendants,MohamadOday__iris-gallery,MohamadOday__iris-gallery/app/src/main/java/com/iris/gallery/ui/ExifEditorSheet.kt,ExifEditorSheet,485.0
r0155,pilot-0281,touch_target_size,dantech0xff__compose-qr-code-scanner,dantech0xff__compose-qr-code-scanner/app/src/main/java/com/creative/qrcodescanner/ui/nav/TopNavBar.kt,TopNavBar,60.0
r0156,pilot-0247,text_truncation_scaling,Nyabsi__VRCAA,Nyabsi__VRCAA/app/src/main/java/cc/sovellus/vrcaa/ui/components/card/ProfileCard.kt,ProfileCard,145.0
r0157,pilot-0223,progress_no_semantics,yassineAbou__Clock,yassineAbou__Clock/app/src/main/java/com/yassineabou/clock/util/components/BackgroundIndicator.kt,BackgroundIndicator,24.0
r0158,pilot-0066,error_state_no_semantics,wisnukurniawan__Compose-ToDo,wisnukurniawan__Compose-ToDo/app/src/main/java/com/wisnu/kurniawan/composetodolist/features/login/ui/LoginScreen.kt,LoginScreen,85.0
r0159,pilot-0199,missing_state_description,odaridavid__WeatherApp,odaridavid__WeatherApp/app/src/main/java/com/github/odaridavid/weatherapp/designsystem/organism/BottomSheets.kt,SingleSelectBottomSheet,146.0
r0160,pilot-0086,missing_content_description,binayshaw7777__KotStep,binayshaw7777__KotStep/app/src/main/java/com/binayshaw7777/kotstep/ui/theme/presentation/v2/steppers/Groww.kt,GrowwContent,101.0
r0161,pilot-0214,pointerinput_no_semantics,cvc953__localplayer,cvc953__localplayer/app/src/main/java/com/cvc953/localplayer/ui/components/SquigglyProgressBar.kt,SquigglyProgressBar,117.0
r0162,pilot-0160,missing_merge_descendants,zhishengplus__ZhishengWeather,zhishengplus__ZhishengWeather/app/src/main/kotlin/com/zhisheng/weather/ui/ContributorsDialog.kt,ContributorsDialog,93.0
r0163,pilot-0013,clickable_icon_not_iconbutton,maximilian-schwaerzler__Do-It,maximilian-schwaerzler__Do-It/app/src/main/java/at/co/schwaerzler/maximilian/doit/ui/navigation/screen/SettingsScreen.kt,SettingsScreenContent,175.0
r0164,pilot-0036,color_contrast,crome1394__point-forecast,crome1394__point-forecast/forecast-point/app/src/main/java/com/crome/forecastpoint/ui/screens/HourlyScreen.kt,HourlyTable,672.0
r0165,pilot-0029,color_contrast,Dev-Aditya-More__PokeVerse,Dev-Aditya-More__PokeVerse/app/src/main/java/com/aditya1875/pokeverse/feature/core/ui/components/NeuromorphicButton.kt,NeuromorphicButton,40.0
r0166,pilot-0143,missing_merge_descendants,KaushalVasava__XPhotogram,KaushalVasava__XPhotogram/app/src/main/java/com/lahsuak/apps/instagram/ui/screen/HomeScreen.kt,HomeScreen,98.0
r0167,pilot-0285,touch_target_size,BlazeCodeDev__TSViewer,BlazeCodeDev__TSViewer/wear/src/main/java/com/blazecode/tsviewer/wear/screens/ServiceOff.kt,MainLayout,72.0
r0168,pilot-0255,text_truncation_scaling,Chesire__Nekome,Chesire__Nekome/features/search/src/main/java/com/chesire/nekome/app/search/search/ui/SearchScreen.kt,ResultItem,294.0
r0169,pilot-0171,missing_semantics_role,Nevodev__Cresto,Nevodev__Cresto/app/src/main/java/com/nevoit/cresto/ui/components/glasense/GlasenseMenu.kt,CustomSelectiveMenuItem,525.0
r0170,pilot-0052,decorative_mislabeled,Dking08__croc-app,Dking08__croc-app/app/src/main/java/com/dking/crocapp/ui/guide/GuideScreen.kt,GuideHeroHeader,345.0
r0171,pilot-0096,missing_content_description,christianrowlands__android-network-survey,christianrowlands__android-network-survey/networksurvey/src/main/java/com/craxiom/networksurvey/ui/nsanalytics/NsAnalyticsConnectionScreen.kt,UploadSettingsCard,1102.0
r0172,pilot-0209,pointerinput_no_semantics,braniik__slate,braniik__slate/app/src/main/java/com/braniik/slate/ui/drawer/list/HomeList.kt,HorizontalListItem,273.0
r0173,pilot-0248,text_truncation_scaling,RisorseArtificiali__anti-vocale,RisorseArtificiali__anti-vocale/app/src/main/java/com/antivocale/app/ui/components/ModelVariantCard.kt,DownloadProgressView,360.0
r0174,pilot-0042,decorative_mislabeled,gininaba__AIPOSPasswordManager,gininaba__AIPOSPasswordManager/app/src/main/java/com/aipos/aipospm/ui/screens/PasswordGeneratorScreen.kt,PasswordGeneratorScreen,106.0
r0175,pilot-0090,missing_content_description,android__nowinandroid,android__nowinandroid/app-nia-catalog/src/main/kotlin/com/google/samples/apps/niacatalog/ui/Catalog.kt,NiaCatalog,122.0
r0176,pilot-0245,text_truncation_scaling,IacobIonut01__ReFra,IacobIonut01__ReFra/app/src/main/kotlin/com/dot/gallery/cloud/ui/settings/CloudNetworkingScreen.kt,NetworkingHeroCard,311.0
r0177,pilot-0137,missing_interaction_semantics,piratecash__pcash-wallet,piratecash__pcash-wallet/app/src/main/java/cash/p/terminal/ui/compose/components/CoinImage.kt,CoinImage,163.0
r0178,pilot-0027,color_contrast,jmccoy600__androidCrypt,jmccoy600__androidCrypt/app/src/main/java/com/androidcrypt/app/MainActivity.kt,FileManagerScreen,1518.0
r0179,pilot-0294,touch_target_size,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/home/SearchBar.kt,SearchBar,70.0
r0180,pilot-0142,missing_merge_descendants,itsluminous__ClearSMS,itsluminous__ClearSMS/app/src/main/kotlin/app/clearsms/ui/components/OtpBanner.kt,OtpBanner,50.0
r0181,pilot-0201,pointerinput_no_semantics,msusman1__Amadz,msusman1__Amadz/app/src/main/java/com/talsk/amadz/ui/home/KeyPad.kt,RowScope.DialButton,251.0
r0182,pilot-0001,clickable_icon_not_iconbutton,maximilian-schwaerzler__Do-It,maximilian-schwaerzler__Do-It/app/src/main/java/at/co/schwaerzler/maximilian/doit/ui/navigation/screen/SettingsScreen.kt,SettingsScreenContent,175.0
r0183,pilot-0269,textfield_no_label,IacobIonut01__ReFra,IacobIonut01__ReFra/app/src/main/kotlin/com/dot/gallery/cloud/ui/settings/CloudNetworkingScreen.kt,CloudNetworkingScreen,213.0
r0184,pilot-0273,textfield_no_label,Dking08__croc-app,Dking08__croc-app/app/src/main/java/com/dking/crocapp/ui/send/SendScreen.kt,StoreConfigurationCard,1293.0
r0185,pilot-0101,missing_heading_semantics,krzdabrowski__android-starter-2022,krzdabrowski__android-starter-2022/basic-feature/src/main/java/eu/krzdabrowski/starter/basicfeature/presentation/composable/RocketsErrorContent.kt,RocketsErrorContent,29.0
r0186,pilot-0260,text_truncation_scaling,nikbulavin__cashsense,nikbulavin__cashsense/core/designsystem/src/main/kotlin/ru/resodostudios/cashsense/core/designsystem/component/button/ToggleButton.kt,CsToggleButton,87.0
r0187,pilot-0256,text_truncation_scaling,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/files/EncryptFlow.kt,EncryptFlow,370.0
r0188,pilot-0172,missing_semantics_role,Darkrock-Studios__FastTrack,Darkrock-Studios__FastTrack/app/src/main/java/com/darkrockstudios/apps/fasttrack/screens/settings/SettingsScreen.kt,SettingsActionItem,296.0
r0189,pilot-0099,missing_content_description,BlazeCodeDev__TSViewer,BlazeCodeDev__TSViewer/app/src/main/java/com/blazecode/tsviewer/views/EditTextPreference.kt,EditTextPreference,57.0
r0190,pilot-0037,color_contrast,DaKlok__BibleLockScreen,DaKlok__BibleLockScreen/app/src/main/java/com/daklok/biblelockscreen/VerseDatabaseScreen.kt,CustomDbRow,507.0
r0191,pilot-0062,error_state_no_semantics,IacobIonut01__ReFra,IacobIonut01__ReFra/app/src/main/kotlin/com/dot/gallery/cloud/ui/CloudAddServerScreen.kt,ServerStep,367.0
r0192,pilot-0151,missing_merge_descendants,gautam84__Foodike,gautam84__Foodike/app/src/main/java/com/example/foodike/presentation/history/components/HistorySection.kt,HistorySection,68.0
r0193,pilot-0237,progress_no_semantics,Dev-Aditya-More__PokeVerse,Dev-Aditya-More__PokeVerse/app/src/main/java/com/aditya1875/pokeverse/feature/analysis/presentation/screens/TeamAnalysis.kt,AnalysisAdGate,303.0
r0194,pilot-0203,pointerinput_no_semantics,DaKlok__BibleLockScreen,DaKlok__BibleLockScreen/app/src/main/java/com/daklok/biblelockscreen/ColorPickerDialog.kt,ColorPickerDialog,186.0
r0195,pilot-0243,text_truncation_scaling,nemoXdev__CryptoSafe,nemoXdev__CryptoSafe/app/src/main/java/com/cryptosafe/app/MainActivity.kt,CryptoSafeApp,360.0
r0196,pilot-0012,clickable_icon_not_iconbutton,IacobIonut01__ReFra,IacobIonut01__ReFra/app/src/main/kotlin/com/dot/gallery/cloud/ui/people/PeopleListScreen.kt,PersonGridItem,254.0
r0197,pilot-0297,touch_target_size,maxwhipw__marmalade-tts-android,maxwhipw__marmalade-tts-android/app/src/main/java/app/marmalade/tts/ui/screen/AppRoutingSheet.kt,AppRoutingSheet,200.0
r0198,pilot-0268,textfield_no_label,KaushalVasava__XPhotogram,KaushalVasava__XPhotogram/app/src/main/java/com/lahsuak/apps/instagram/ui/screen/ChatScreen.kt,ChatScreen,212.0
r0199,pilot-0028,color_contrast,ArcaDone__AwesomeUI,ArcaDone__AwesomeUI/sharedUI/src/commonMain/kotlin/com/arcadone/awesomeui/components/chart/progreessionchart/ProgressionChartDoubleGesture.kt,FullAnalyticsPreview,629.0
r0200,pilot-0220,pointerinput_no_semantics,DaKlok__BibleLockScreen,DaKlok__BibleLockScreen/app/src/main/java/com/daklok/biblelockscreen/ColorPickerDialog.kt,ColorPickerDialog,186.0
r0201,pilot-0005,clickable_icon_not_iconbutton,BlazeCodeDev__TSViewer,BlazeCodeDev__TSViewer/app/src/core/java/screens/Settings.kt,TopAppBar,172.0
r0202,pilot-0123,missing_interaction_semantics,lorenzovngl__FoodExpirationDates,lorenzovngl__FoodExpirationDates/app/src/main/java/com/lorenzovainigli/foodexpirationdates/feature/foodlist/presentation/component/FoodCard.kt,FoodCard,106.0
r0203,pilot-0033,color_contrast,kursatkumsuz__movie,kursatkumsuz__movie/core/component/src/main/java/com/kursatkumsuz/component/AuthPasswordText.kt,AuthPasswordText,56.0
r0204,pilot-0205,pointerinput_no_semantics,ArcaDone__AwesomeUI,ArcaDone__AwesomeUI/sharedUI/src/commonMain/kotlin/com/arcadone/awesomeui/components/chart/RadarChart.kt,RadarChartMultiCanvas,413.0
r0205,pilot-0163,missing_semantics_role,CarGuo__GSYGithubAppCompose,CarGuo__GSYGithubAppCompose/core/ui/src/main/java/com/shuyu/gsygithubappcompose/core/ui/components/AvatarImage.kt,AvatarImage,32.0
r0206,pilot-0210,pointerinput_no_semantics,crome1394__point-forecast,crome1394__point-forecast/forecast-point/app/src/main/java/com/crome/forecastpoint/MainActivity.kt,AppDrawer,1073.0
r0207,pilot-0286,touch_target_size,gininaba__AIPOSPasswordManager,gininaba__AIPOSPasswordManager/app/src/main/java/com/aipos/aipospm/ui/screens/PasswordDetailScreen.kt,PasswordDetailScreen,268.0
r0208,pilot-0139,missing_interaction_semantics,KaushalVasava__XPhotogram,KaushalVasava__XPhotogram/app/src/main/java/com/lahsuak/apps/instagram/ui/screen/HomeScreen.kt,HomeScreen,208.0
r0209,pilot-0063,error_state_no_semantics,maxwhipw__marmalade-tts-android,maxwhipw__marmalade-tts-android/app/src/main/java/app/marmalade/tts/ui/screen/EffectEditorScreen.kt,EffectEditorScreen,136.0
r0210,pilot-0136,missing_interaction_semantics,zhishengplus__ZhishengWeather,zhishengplus__ZhishengWeather/app/src/main/kotlin/com/zhisheng/weather/ui/SettingsScreen.kt,LandscapeSettingsRail,859.0
r0211,pilot-0129,missing_interaction_semantics,dantech0xff__compose-qr-code-scanner,dantech0xff__compose-qr-code-scanner/app/src/main/java/com/creative/qrcodescanner/ui/nav/TopNavBar.kt,TopNavBar,56.0
r0212,pilot-0291,touch_target_size,dmzz-yyhyy__LightNovelReader,dmzz-yyhyy__LightNovelReader/app/src/main/kotlin/indi/dmzz_yyhyy/lightnovelreader/ui/home/reading/stats/StatsOverviewScreen.kt,LevelBox,436.0
r0213,pilot-0009,clickable_icon_not_iconbutton,GetStream__stream-draw-android,GetStream__stream-draw-android/app/src/main/kotlin/io/getstream/streamdraw/ui/components/SketchbookControlMenu.kt,SketchbookControlMenu,66.0
r0214,pilot-0071,error_state_no_semantics,eslamfaisal__android-compose-clean-architecture-sample,eslamfaisal__android-compose-clean-architecture-sample/app/src/androidTest/java/com/eslam/bakingapp/ui/LoginScreenTest.kt,LoginTestContent,210.0
r0215,pilot-0265,textfield_no_label,crome1394__point-forecast,crome1394__point-forecast/forecast-point/app/src/main/java/com/crome/forecastpoint/ui/screens/MapScreen.kt,FieldRow,629.0
r0216,pilot-0065,error_state_no_semantics,AmanoTeam__Kahon,AmanoTeam__Kahon/app/src/main/java/eu/kanade/presentation/more/settings/screen/browse/components/ExtensionStoresDialogs.kt,ExtensionStoreCreateDialog,66.0
r0217,pilot-0045,decorative_mislabeled,UmairKhalid786__ComposeTv,UmairKhalid786__ComposeTv/app/src/main/java/com/techlads/composetv/features/details/ProductDetailsScreen.kt,UserRatingsSection,278.0
r0218,pilot-0280,textfield_no_label,maxwhipw__marmalade-tts-android,maxwhipw__marmalade-tts-android/app/src/main/java/app/marmalade/tts/ui/screen/VoicePickerScreen.kt,VoicePickerScreen,241.0
r0219,pilot-0157,missing_merge_descendants,crome1394__point-forecast,crome1394__point-forecast/forecast-point/app/src/main/java/com/crome/forecastpoint/ui/screens/HazardExploreControls.kt,HazardScreenSettingsSection,104.0
r0220,pilot-0041,decorative_mislabeled,gininaba__AIPOSPasswordManager,gininaba__AIPOSPasswordManager/app/src/main/java/com/aipos/aipospm/ui/screens/AddEditApiKeyScreen.kt,AddEditApiKeyScreen,175.0
r0221,pilot-0124,missing_interaction_semantics,maxwhipw__marmalade-tts-android,maxwhipw__marmalade-tts-android/app/src/main/java/app/marmalade/tts/ui/screen/SettingsScreen.kt,AboutSection,395.0
r0222,pilot-0276,textfield_no_label,corphish__TextTools,corphish__TextTools/app/src/main/java/com/corphish/quicktools/activities/TextCountActivity.kt,InputSection,180.0
r0223,pilot-0217,pointerinput_no_semantics,zhishengplus__ZhishengWeather,zhishengplus__ZhishengWeather/app/src/main/kotlin/com/zhisheng/weather/ui/RadarScreen.kt,RadarScrubber,841.0
r0224,pilot-0154,missing_merge_descendants,jordond__MaterialKolor,jordond__MaterialKolor/builder/shared/src/commonMain/kotlin/com/materialkolor/builder/ui/components/ColorPicker.kt,ColorPickerDialog,115.0
r0225,pilot-0024,color_contrast,higorslva__biketrackd,higorslva__biketrackd/app/src/main/java/com/biketrackd/app/ui/screens/StatsScreen.kt,StatsScreen,385.0
r0226,pilot-0262,textfield_no_label,beradeep__aiyo,beradeep__aiyo/ui/src/main/java/com/beradeep/aiyo/ui/screens/components/ModelSelectionSheet.kt,ModelSelectionSheet,79.0
r0227,pilot-0111,missing_heading_semantics,chmouel__liseur,chmouel__liseur/app/src/main/kotlin/com/chmouel/liseur/ui/settings/AboutScreen.kt,LogoBlock,273.0
r0228,pilot-0082,missing_content_description,cryptrr__AutoPie,cryptrr__AutoPie/app/src/main/java/com/autosec/pie/BrowserActivity.kt,BrowserScreen,543.0
r0229,pilot-0208,pointerinput_no_semantics,OMGSoundboard__android-app,OMGSoundboard__android-app/app/src/main/java/audio/omgsoundboard/presentation/composables/CategoryItem.kt,CategoryItem,54.0
r0230,pilot-0213,pointerinput_no_semantics,dmzz-yyhyy__LightNovelReader,dmzz-yyhyy__LightNovelReader/app/src/main/kotlin/indi/dmzz_yyhyy/lightnovelreader/ui/components/ElasticContainer.kt,ElasticPressContainer,51.0
r0231,pilot-0040,color_contrast,eslamfaisal__android-compose-clean-architecture-sample,eslamfaisal__android-compose-clean-architecture-sample/features/recipe-details/src/main/java/com/eslam/bakingapp/features/recipe_details/presentation/RecipeDetailScreen.kt,DifficultyBadge,396.0
r0232,pilot-0241,text_truncation_scaling,chmouel__liseur,chmouel__liseur/app/src/main/kotlin/com/chmouel/liseur/ui/stats/ReadingStatsScreen.kt,BentoTile,449.0
r0233,pilot-0292,touch_target_size,axelblatt__MissionAndroid,axelblatt__MissionAndroid/app/src/main/java/com/axelblatt/mission/screen/TimeDialog.kt,TimeDialog,43.0
r0234,pilot-0259,text_truncation_scaling,nikbulavin__cashsense,nikbulavin__cashsense/core/ui/src/main/kotlin/ru/resodostudios/cashsense/core/ui/component/SectionTitle.kt,SectionTitle,24.0
r0235,pilot-0200,missing_state_description,norsehorse-dev__AgePonyAndroid,norsehorse-dev__AgePonyAndroid/app/src/main/java/com/agepony/app/ui/sign/SignFileFlow.kt,SigningKeyRow,263.0
r0236,pilot-0015,clickable_icon_not_iconbutton,piratecash__pcash-wallet,piratecash__pcash-wallet/app/src/main/java/cash/p/terminal/ui/compose/components/BottomSheetsElements.kt,BottomSheetsElementsHeader,118.0
r0237,pilot-0048,decorative_mislabeled,teogor__ceres,teogor__ceres/screen/screen-ui/src/main/kotlin/dev/teogor/ceres/screen/ui/userprefs/UserPrefsScreen.kt,UserPrefScreen,150.0
r0238,pilot-0095,missing_content_description,AhmadHassan-BTed__Parchment,AhmadHassan-BTed__Parchment/app/src/main/java/ted/parchment/reader/ui/viewer/TocPanel.kt,TocPanel,49.0
r0239,pilot-0264,textfield_no_label,raheemadamboev__todo-app,raheemadamboev__todo-app/app/src/main/java/xyz/teamgravity/todo/presentation/component/topbar/TopBarSearch.kt,TopBarSearch,34.0
r0240,pilot-0228,progress_no_semantics,christianrowlands__android-network-survey,christianrowlands__android-network-survey/networksurvey/src/main/java/com/craxiom/networksurvey/ui/oui/OuiLookupScreen.kt,LoadingCard,271.0
r0241,pilot-0274,textfield_no_label,44114__android-room,44114__android-room/app/src/main/java/com/chatroom/app/ui/chat/ChatScreen.kt,ChatScreen,248.0
r0242,pilot-0202,pointerinput_no_semantics,wisnukurniawan__Compose-Expense,wisnukurniawan__Compose-Expense/app/src/main/java/com/wisnu/kurniawan/wallee/features/transaction/detail/ui/TransactionDetailScreen.kt,TransactionDetailScreen,7.0
r0243,pilot-0162,missing_semantics_role,bernaferrari__SDKMonitor,bernaferrari__SDKMonitor/shared/src/commonMain/kotlin/com/bernaferrari/sdkmonitor/ui/settings/components/ThemeModeToggle.kt,ThemeColorItem,213.0
r0244,pilot-0044,decorative_mislabeled,MoatazBadawy__Mawaqeet-Todo_and_Habits,MoatazBadawy__Mawaqeet-Todo_and_Habits/todos/ui/view/src/main/java/com/moataz/todos/ui/view/component/TodosToolbar.kt,TodosToolbar,55.0
r0245,pilot-0218,pointerinput_no_semantics,Darkrock-Studios__hammer-editor,Darkrock-Studios__hammer-editor/composeUi/src/commonMain/kotlin/com/darkrockstudios/apps/hammer/common/storyeditor/OutlineOverviewUi.kt,OutlineOverviewContent,133.0
r0246,pilot-0146,missing_merge_descendants,BlazeCodeDev__TSViewer,BlazeCodeDev__TSViewer/app/src/main/java/com/blazecode/tsviewer/views/GitHubUpdateCard.kt,GitHubUpdateCard,36.0
r0247,pilot-0191,missing_state_description,norsehorse-dev__BurnPonyAndroid,norsehorse-dev__BurnPonyAndroid/app/src/main/kotlin/com/burnpony/app/ui/settings/SettingsScreen.kt,ProxyModeRow,421.0
r0248,pilot-0221,progress_no_semantics,itsluminous__ClearSMS,itsluminous__ClearSMS/app/src/main/kotlin/app/clearsms/ui/inbox/InboxScreen.kt,SortingProgressBanner,610.0
r0249,pilot-0252,text_truncation_scaling,iTsMe-Zen__Areada,iTsMe-Zen__Areada/app/src/main/java/app/areada/ui/reader/ReaderSharedComponents.kt,BookRow,209.0
r0250,pilot-0004,clickable_icon_not_iconbutton,jordond__MaterialKolor,jordond__MaterialKolor/builder/shared/src/commonMain/kotlin/com/materialkolor/builder/ui/home/components/ContrastSelector.kt,ContrastButton,85.0
r0251,pilot-0106,missing_heading_semantics,isotjs__todosian-app,isotjs__todosian-app/app/src/main/java/com/isotjs/todosian/ui/home/HomeScreen.kt,EmptyHomeState,654.0
r0252,pilot-0054,decorative_mislabeled,cryptrr__AutoPie,cryptrr__AutoPie/app/src/main/java/com/autosec/pie/autopieapp/presentation/screens/HomeScreen.kt,InstallNewCommandsBadge,293.0
r0253,pilot-0134,missing_interaction_semantics,maximilian-schwaerzler__Do-It,maximilian-schwaerzler__Do-It/app/src/main/java/at/co/schwaerzler/maximilian/doit/ui/navigation/screen/EditTodoScreen.kt,EditTodoScreenContent,431.0
r0254,pilot-0002,clickable_icon_not_iconbutton,shardulvs__pdfinspector-android,shardulvs__pdfinspector-android/app/src/main/java/SVS/pdfinspector/ui/ThemeSettingsSheet.kt,Swatch,131.0
r0255,pilot-0132,missing_interaction_semantics,IacobIonut01__ReFra,IacobIonut01__ReFra/app/src/main/kotlin/com/dot/gallery/cloud/ui/people/PersonDetailScreen.kt,PersonDetailScreen,297.0
r0256,pilot-0104,missing_heading_semantics,christianrowlands__android-network-survey,christianrowlands__android-network-survey/networksurvey/src/main/java/com/craxiom/networksurvey/ui/activesurvey/SurveyMonitorScreen.kt,SurveyStatistics,749.0
r0257,pilot-0050,decorative_mislabeled,kursatkumsuz__movie,kursatkumsuz__movie/feature/search/src/main/java/com/kursatkumsuz/search/presentation/component/SearchList.kt,MovieListItem,90.0
r0258,pilot-0081,missing_content_description,christianrowlands__android-network-survey,christianrowlands__android-network-survey/networksurvey/src/main/java/com/craxiom/networksurvey/ui/activesurvey/SurveyMonitorScreen.kt,SurveyStatistics,756.0
r0259,pilot-0206,pointerinput_no_semantics,braniik__slate,braniik__slate/app/src/main/java/com/braniik/slate/ui/drawer/list/HomeList.kt,VerticalListItem,200.0
r0260,pilot-0035,color_contrast,kursatkumsuz__movie,kursatkumsuz__movie/feature/search/src/main/java/com/kursatkumsuz/search/presentation/component/SearchBar.kt,SearchBar,51.0
r0261,pilot-0092,missing_content_description,MohamadOday__iris-gallery,MohamadOday__iris-gallery/app/src/main/java/com/iris/gallery/ui/AboutScreen.kt,AboutScreen,101.0
r0262,pilot-0053,decorative_mislabeled,Abhay-cloud__Fixed-Deposit-Tracker,Abhay-cloud__Fixed-Deposit-Tracker/app/src/main/java/dev/abhaycloud/fdtracker/presentation/ui/widget/FixedDepositWidget.kt,FixedDepositGlance,93.0
r0263,pilot-0242,text_truncation_scaling,Dking08__croc-app,Dking08__croc-app/app/src/main/java/com/dking/crocapp/ui/quick/QuickScreen.kt,QuickReceivedFilesCard,819.0
r0264,pilot-0014,clickable_icon_not_iconbutton,maxwhipw__marmalade-tts-android,maxwhipw__marmalade-tts-android/app/src/main/java/app/marmalade/tts/ui/screen/SpeakScreen.kt,PersonaSheet,485.0
r0265,pilot-0089,missing_content_description,lorenzovngl__FoodExpirationDates,lorenzovngl__FoodExpirationDates/app/src/full/java/com/lorenzovainigli/foodexpirationdates/view/composable/BarcodeScannerResult.kt,BarcodeScannerResultGotResult,238.0
r0266,pilot-0167,missing_semantics_role,NicosNicolaou16__Pokedex_Compose,NicosNicolaou16__Pokedex_Compose/app/src/main/java/com/nicos/pokedex_compose/presentation/generic_compose_views/Toolbar.kt,CustomToolbar,47.0
r0267,pilot-0295,touch_target_size,isotjs__todosian-app,isotjs__todosian-app/app/src/main/java/com/isotjs/todosian/ui/components/TodoRow.kt,PriorityChip,534.0
r0268,pilot-0135,missing_interaction_semantics,Antoine-lab-pixel__BoxingClock,Antoine-lab-pixel__BoxingClock/app/src/main/java/com/antoinelabpixel/boxingclock/ui/screens/SettingsScreen.kt,SettingRow,252.0
r0269,pilot-0288,touch_target_size,dantech0xff__compose-qr-code-scanner,dantech0xff__compose-qr-code-scanner/app/src/main/java/com/creative/qrcodescanner/ui/history/HistoryLayout.kt,HistoryScreenLayout,168.0
r0270,pilot-0244,text_truncation_scaling,imashnake0__Animite,imashnake0__Animite/profile/src/main/kotlin/com/imashnake/animite/profile/ui/UpdateEntryDialog.kt,StatusDropDown,661.0
r0271,pilot-0055,decorative_mislabeled,UmairKhalid786__ComposeTv,UmairKhalid786__ComposeTv/app/src/main/java/com/techlads/composetv/features/details/ProductDetailsScreen.kt,UserRatingsSection,278.0
